catcher,effect_2025,effect_2025_lower,effect_2025_upper,effect_2026,effect_2026_lower,effect_2026_upper,change,change_lower,change_upper,probability_increased,pitches_2025,pitches_2026,extra_strikes_2025,extra_strikes_2026,framing_runs_2025,framing_runs_2026
553869,0.013762157936027723,-0.10433220680535438,0.12585686909470545,0.014912886533648514,-0.11271830344722639,0.14194117025849776,0.0011507285976207894,-0.06667042604460348,0.07456355945397203,0.5155,828.0,498.0,2.8487666927577386,1.85665437343924,0.35609583659471733,0.232081796679905
553882,-0.01755379716932715,-0.1658226894955069,0.12325401122794286,-0.0176972319268525,-0.17788582814667483,0.13865560328926693,-0.00014343475752535178,-0.06415335712913445,0.06820877910060089,0.4965,57.0,0.0,-0.2501416096629119,-0.0,-0.031267701207863985,-0.0
571466,-0.005164699963850175,-0.15041648322777146,0.14140199348102558,-0.0047094466207275205,-0.16084328596497663,0.15546760434324544,0.0004552533431226547,-0.0664557994339272,0.06795969477668207,0.5005,56.0,0.0,-0.07230579949390245,-0.0,-0.009038224936737806,-0.0
571912,0.0431137581130137,-0.08812920902783611,0.19700014851486117,0.04636339037435128,-0.09700597396260872,0.20711733860491124,0.0032496322613375906,-0.059827246794749024,0.07527033497155386,0.5365,183.0,87.0,1.9724544336703767,1.0084037406421404,0.24655680420879708,0.12605046758026756
592663,0.014225416601834667,-0.08398600010478642,0.12083959281641203,0.00874081744694245,-0.1007716315933124,0.11989498070443494,-0.005484599154892217,-0.0761514136013545,0.04723934289961509,0.44,1375.0,1089.0,4.889986956880667,2.379687549930082,0.6112483696100833,0.29746094374126025
595453,-0.000732663567198418,-0.15765958579751405,0.14700854383776132,-0.0006972226512888777,-0.1682091304217227,0.15940921986318668,3.544091590953999e-05,-0.0655003545903018,0.06999062998023221,0.49375,9.0,4.0,-0.0016484930261964406,-0.0006972226512888777,-0.00020606162827455508,-8.715283141110971e-05
595751,-0.016227906870357914,-0.1750376753634729,0.133658180426276,-0.01640987025907317,-0.19017491083741112,0.15126721326572493,-0.00018196338871525803,-0.06758505129686708,0.069460451126554,0.4945,64.0,0.0,-0.25964650992572663,-0.0,-0.03245581374071583,-0.0
595978,0.052453669919882796,-0.05825402106631395,0.17569601375659935,0.04660231223705726,-0.07485090574526536,0.1786999207227696,-0.005851357682825541,-0.0770410151896677,0.050425816981331646,0.43975,585.0,637.0,7.671349225782859,7.4214182237513695,0.9589186532228574,0.9276772779689212
596117,-0.0026920235500240515,-0.14435171865534197,0.14584033070364755,-0.002663699317439465,-0.15236567236497445,0.15184047369126236,2.8324232584585772e-05,-0.06956260585669684,0.06636672139665538,0.504,10.0,161.0,-0.006730058875060129,-0.10721389752693847,-0.0008412573593825161,-0.013401737190867308
596142,-0.03941193477747784,-0.17837545469791447,0.08763294353493797,-0.04470099921024101,-0.18723415054367518,0.08853420464302184,-0.005289064432763165,-0.07612569297737724,0.0513576126491112,0.44425,264.0,357.0,-2.6011876953135378,-3.98956417951401,-0.3251484619141922,-0.49869552243925125
605131,-0.008082182915925237,-0.157568618739216,0.13889490207943467,-0.008207283552986668,-0.17166230069887167,0.14605525409289655,-0.00012510063706143234,-0.07175597371131495,0.06723862996352066,0.5055,140.0,0.0,-0.2828764020573833,-0.0,-0.03535955025717291,-0.0
605170,-0.004185603390673885,-0.12550150826078796,0.11475515123183799,0.005327075339014908,-0.11983600315288777,0.13719025962390452,0.00951267872968879,-0.043710020437515734,0.08697169228886249,0.601,531.0,724.0,-0.5556388501119582,0.9642006363616983,-0.06945485626399478,0.12052507954521229
605244,0.0006042680288913964,-0.1461292721959712,0.14268036610354679,0.0003402925007243051,-0.1619185764329314,0.15437084659911224,-0.00026397552816709145,-0.06499957697915909,0.06678986284203302,0.49325,42.0,97.0,0.006344814303359662,0.008252093142564398,0.0007931017879199577,0.0010315116428205498
606992,0.008444508292780718,-0.12438555962252443,0.1413180519978335,0.01175819137721389,-0.12663225119246044,0.1521822975187381,0.003313683084433173,-0.057077500530144244,0.07124732119935526,0.535,229.0,311.0,0.4834480997616961,0.9141993795783799,0.060431012470212014,0.11427492244729749
607732,0.026675365481373652,-0.1037205886610322,0.16898382684062138,0.027317347240145395,-0.11407702146963991,0.1771130489918327,0.0006419817587717364,-0.06280887092515475,0.07035911079160051,0.4925,418.0,0.0,2.7875756928035464,0.0,0.3484469616004433,0.0
608348,0.0394623014279538,-0.07045623068376154,0.1545730211736987,0.042116898784017934,-0.07655343605628857,0.16761652614206787,0.002654597356064127,-0.0605886633535677,0.07297132089655065,0.5235,978.0,872.0,9.648532699134705,9.18148393491591,1.2060665873918381,1.1476854918644888
620443,0.0736152845978483,-0.03678369868664676,0.19843780916339707,0.082249198338726,-0.0420575019326413,0.21401537223695863,0.00863391374087769,-0.044516379479995136,0.09169273230497854,0.602,864.0,656.0,15.900901473135233,13.488868527551064,1.9876126841419042,1.686108565943883
621512,0.040685660142809256,-0.09649379598836173,0.20927777944931006,0.03995633996999029,-0.11216789500051651,0.215451822858419,-0.0007293201728189684,-0.07010509910303861,0.06386227399061085,0.4995,155.0,9.0,1.5765693305338586,0.08990176493247815,0.19707116631673233,0.011237720616559768
623168,0.03772280254021201,-0.09155627510975306,0.1742006510782201,0.04287903699462011,-0.09705370945064049,0.1914386778443331,0.005156234454408102,-0.05492899152952031,0.08195648394325898,0.5475,480.0,512.0,4.526736304825441,5.488516735311374,0.5658420381031801,0.6860645919139218
624431,0.007014107651049955,-0.1113262202042838,0.125708604127849,0.0004232262353203962,-0.1356790931003972,0.1322725924719113,-0.006590881415729559,-0.08551508269082093,0.054387061909480644,0.44125,968.0,344.0,1.697414051554089,0.036397456237554075,0.21217675644426112,0.004549682029694259
624512,-0.0041150044979251284,-0.13553089448556258,0.1278464158954124,-0.0069591485262420335,-0.15467256565921159,0.1352605197791975,-0.0028441440283169046,-0.07611277070942143,0.05994373409664794,0.47,356.0,190.0,-0.3662354003153364,-0.3305595549964966,-0.04577942503941705,-0.04131994437456207
624513,-0.015432355702027294,-0.16371381862489953,0.12454951583390539,-0.015806843917703428,-0.17867235082755573,0.14009356144175222,-0.0003744882156761343,-0.06881776177190144,0.06612555931854579,0.4935,36.0,19.0,-0.13889120131824564,-0.07508250860909128,-0.017361400164780705,-0.00938531357613641
640459,-0.009313544360015394,-0.16231627803981136,0.13913133704406544,-0.011200484697623653,-0.17252596073941456,0.1479345489138436,-0.0018869403376082625,-0.071675262177756,0.06080933997289342,0.47275,10.0,79.0,-0.023283860900038485,-0.22120957277806716,-0.0029104826125048106,-0.027651196597258395
640902,0.007451270010435329,-0.12414584954759726,0.14508275905942422,0.005428783401972787,-0.13484365492261258,0.1497983215123211,-0.002022486608462542,-0.06863474500617459,0.06093147640735707,0.47,218.0,250.0,0.40609421556872544,0.33929896262329917,0.05076177694609068,0.042412370327912396
641511,0.0009027190573554722,-0.14955762258538424,0.15445981860478414,0.0014146421051916683,-0.15802864864377425,0.16723213504194123,0.0005119230478361971,-0.06663569262843465,0.06557260187447458,0.51425,5.0,20.0,0.0011283988216943402,0.007073210525958342,0.00014104985271179253,0.0008841513157447927
641555,0.03563327262655136,-0.09016313200888375,0.17326564864323282,0.034629907183169176,-0.1000698083704554,0.17471861633792193,-0.0010033654433821955,-0.06505731051033427,0.06351961372072733,0.48375,300.0,340.0,2.672495446991352,2.9435421105693798,0.334061930873919,0.36794276382117247
641598,-0.05008006658144252,-0.18817874787025146,0.07655636610596502,-0.05011573547308383,-0.19530432588654495,0.08562831193726628,-3.56688916413167e-05,-0.06723758395297841,0.06747241234533816,0.4995,454.0,403.0,-5.684087556993726,-5.049160348913196,-0.7105109446242157,-0.6311450436141495
641680,-0.013630718627672312,-0.12968042931934765,0.09999345767834314,-0.010784250139027219,-0.1371827362111043,0.11428952960235736,0.0028464684886450966,-0.05705402445121914,0.07151225395596088,0.527,967.0,578.0,-3.2952262282397813,-1.5583241450894332,-0.41190327852997266,-0.19479051813617915
642020,-0.010740255651026008,-0.15275478706268045,0.13030213357462253,-0.011496735090471381,-0.1668934423426859,0.1426925142506903,-0.0007564794394453738,-0.06704092158934231,0.06676660803205314,0.50225,33.0,76.0,-0.08860710912096456,-0.21843796671895624,-0.01107588864012057,-0.02730474583986953
642136,-0.0060515436120464824,-0.14986692069949822,0.13262770859792136,-0.004918193704755191,-0.15859714176651227,0.1485088069244296,0.0011333499072912914,-0.06392273408221398,0.0716572687137104,0.5135,551.0,10.0,-0.8336001325594029,-0.012295484261887979,-0.10420001656992536,-0.0015369355327359974
642851,0.0005000312909213195,-0.12494372194792752,0.1293428577756709,0.003794096404148541,-0.13025512593139252,0.1418938616620797,0.003294065113227222,-0.05711415607203142,0.07550202115354752,0.5395,431.0,356.0,0.05387837159677218,0.3376745799692201,0.006734796449596523,0.042209322496152515
643376,-0.11336615891344853,-0.2539845230609307,0.00466835685679826,-0.11531031218579545,-0.26372237329277387,0.013894552992420688,-0.0019441532723469218,-0.06991176547142999,0.05970224646212983,0.469,887.0,450.0,-25.138945739057213,-12.972410120901987,-3.1423682173821517,-1.6215512651127484
644433,0.02409812436525136,-0.11601051489773563,0.17065100655308107,0.027220177508848892,-0.11959816379205546,0.1869585314684635,0.0031220531435975376,-0.05732753357997017,0.07349015227699406,0.53275,91.0,161.0,0.5482323293094684,1.095612144731168,0.06852904116368355,0.136951518091396
645305,0.03051280630643929,-0.10179290134884675,0.17697600629626317,0.03145033182837403,-0.11010168022419042,0.18257319406426437,0.0009375255219347354,-0.06215155609881245,0.0706762118875155,0.50475,92.0,274.0,0.7017945450481037,2.1543477302436207,0.08772431813101296,0.2692934662804526
645444,-0.03349778131913744,-0.1714588751948779,0.09209717567596144,-0.03481376710400552,-0.18666709075661067,0.10560886230235984,-0.0013159857848680752,-0.07351020315487845,0.06051382745251178,0.481,693.0,19.0,-5.803490613540562,-0.16536539374402623,-0.7254363266925703,-0.02067067421800328
650907,-0.008716502810141673,-0.15908751955053155,0.13971345358632342,-0.010558311711181033,-0.17542288999219977,0.15008779412687787,-0.0018418089010393609,-0.07372232927156269,0.06578481837030145,0.479,16.0,10.0,-0.034866011240566694,-0.026395779277952582,-0.004358251405070837,-0.0032994724097440728
650968,0.009418377519160383,-0.12399885950747674,0.14747210896058605,0.005755254387723192,-0.1406909231659659,0.15386322507691447,-0.0036631231314371913,-0.0772332810049568,0.058295736265650655,0.45975,415.0,78.0,0.9771566676128898,0.11222746056060223,0.12214458345161122,0.014028432570075279
656180,-0.047630159113933646,-0.1885014142270145,0.07248001878825897,-0.048744647680904515,-0.20004558238039474,0.09285625444775114,-0.00111448856697087,-0.07047441145151928,0.07322015047913766,0.485,726.0,14.0,-8.644873879178956,-0.1706062668831658,-1.0806092348973695,-0.021325783360395725
656577,-0.007052776691461056,-0.14304656299335494,0.1245384719166754,-0.01227973288205125,-0.1579990735310179,0.12980899107787244,-0.005226956190590193,-0.07840584398904521,0.054780700182711486,0.44525,303.0,215.0,-0.534247834378175,-0.6600356424102547,-0.06678097929727188,-0.08250445530128184
657136,-0.011307804061802767,-0.13246505651687845,0.10907705458261797,-0.009445581704823404,-0.13920924126661177,0.12011776874379235,0.0018622223569793603,-0.059244557645628346,0.0701131705105205,0.51775,533.0,543.0,-1.5067648912352187,-1.2822377164297771,-0.18834561140440234,-0.16027971455372214
657247,-0.0032642230017910744,-0.15070637138424697,0.14238038896905683,-0.0035967647740799908,-0.15918449919020036,0.1559154000083334,-0.00033254177228891603,-0.06708494952732277,0.06669756755711874,0.4955,31.0,6.0,-0.025297728263880825,-0.005395147161119987,-0.003162216032985103,-0.0006743933951399983
660688,-0.0066880212354964,-0.121139712882242,0.10840273803309973,-0.005063854894798665,-0.1215817771026335,0.1161843532847186,0.0016241663406977357,-0.06057926312935106,0.06696760063855432,0.5185,775.0,876.0,-1.2958041143774275,-1.1089842219609076,-0.16197551429717844,-0.13862302774511345
660710,-0.01949262172525174,-0.1633298308608068,0.11520790645312656,-0.0248744063587898,-0.17647391712767713,0.11780414754565913,-0.005381784633538063,-0.07715982745712834,0.05300093395990765,0.4475,11.0,357.0,-0.05360470974444228,-2.22004076752199,-0.006700588718055285,-0.27750509594024875
661388,0.03086967952441382,-0.0706827987319642,0.1402611400757235,0.029906083091591335,-0.0799585154437858,0.1460636214991052,-0.0009635964328224832,-0.06690904328895192,0.06033890836883462,0.49625,1378.0,1126.0,10.63460459616056,8.418562390282961,1.32932557452007,1.0523202987853701
661531,0.012969295507355346,-0.12973769464666032,0.1638444579205078,0.015127197923871238,-0.14103448465439916,0.1795035600745439,0.002157902416515892,-0.0623312864170911,0.07219754421912628,0.518,0.0,122.0,0.0,0.46137953667807274,0.0,0.05767244208475909
663584,-0.021988432185915053,-0.16554581900572965,0.1108692633636113,-0.019004971422436904,-0.17084400623100005,0.1273606980336819,0.00298346076347815,-0.060836210969189154,0.07161888003229097,0.53175,292.0,80.0,-1.6051555495717988,-0.38009942844873806,-0.20064444369647486,-0.04751242855609226
663698,0.02643196407541692,-0.09013229762318312,0.14736587349067704,0.031735761794295374,-0.09329524904036442,0.1606100868008421,0.005303797718878457,-0.05243736516029616,0.07761938919526486,0.55775,843.0,446.0,5.570536428894116,3.538537440063934,0.6963170536117645,0.44231718000799175
663728,0.06178596778652954,-0.04125345720582038,0.18021277818703926,0.06357917661681461,-0.05188197118920616,0.1918201859122464,0.0017932088302850765,-0.0650485742499754,0.06680794848296434,0.525,1332.0,747.0,20.574727272914338,11.87341123319013,2.571840909114292,1.4841764041487662
663743,0.04681915785392985,-0.06363283976465589,0.16507649080369508,0.048789126408453586,-0.07543199377283391,0.1716921748880775,0.0019699685545237337,-0.061126983233889196,0.0700358329730218,0.52325,721.0,735.0,8.439153203170855,8.965001977553346,1.054894150396357,1.1206252471941682
663886,-0.031162649086686662,-0.14029334593270848,0.0743478874596345,-0.036772798655077536,-0.15580001887061595,0.07583359897176466,-0.00561014956839087,-0.07813033621463224,0.052270493486709146,0.45325,687.0,1165.0,-5.352184980638434,-10.710077608291332,-0.6690231225798042,-1.3387597010364165
663967,0.0326302774311592,-0.10463503004593867,0.1857305842621666,0.037435833280939294,-0.11290169291851988,0.2046398085920566,0.004805555849780087,-0.05984452718061402,0.07971649363411847,0.5525,37.0,133.0,0.30183006623822256,1.2447414565912316,0.03772875827977782,0.15559268207390395
664731,-0.006677360802881792,-0.1637635086689827,0.13868492568934734,-0.008290187887617954,-0.1768465562429617,0.14481170197833543,-0.001612827084736162,-0.07109564069799137,0.06493454933631891,0.48175,0.0,135.0,-0.0,-0.27979384120710593,-0.0,-0.03497423015088824
664874,-0.008096285455204175,-0.16099606903674438,0.1432855384512116,-0.00999505617291351,-0.17434618568388974,0.15087997119687505,-0.0018987707177093348,-0.07002160884532949,0.061417802985372805,0.48525,4.0,17.0,-0.008096285455204175,-0.04247898873488242,-0.0010120356819005218,-0.005309873591860303
664954,-0.04170537522287149,-0.18536025496557515,0.08465855943267458,-0.04693912150641706,-0.19860697962876067,0.08571163926283049,-0.005233746283545569,-0.07603251524679228,0.05304131956552394,0.44475,41.0,505.0,-0.42748009603443277,-5.926064090185154,-0.053435012004304096,-0.7407580112731442
665561,0.00499637023293916,-0.11826604451614944,0.12856404816184466,0.009067468855771952,-0.12031835923640236,0.14261553270737576,0.004071098622832793,-0.05962420155519535,0.08164642390468987,0.5495,354.0,382.0,0.44217876561511565,0.8659432757262214,0.05527234570188946,0.10824290946577768
665804,0.017280749277229654,-0.10804234457064107,0.14768892586683674,0.015617200408705208,-0.11544274048518287,0.15213805164106722,-0.0016635488685244452,-0.06977717244753152,0.06080944185448796,0.47675,282.0,591.0,1.2182928240446906,2.3074413603861945,0.15228660300558633,0.2884301700482743
665861,-0.0035777811974325156,-0.1416123029517045,0.13754779083961988,-0.0038504964368980287,-0.14963699368350336,0.14986181111267355,-0.0002727152394655134,-0.06834581847975015,0.06970363122693052,0.4895,43.0,231.0,-0.03846114787239954,-0.22236616923086117,-0.004807643484049943,-0.027795771153857646
665966,0.08153739362502194,-0.021482159682376278,0.19768249987680353,0.07817199212693308,-0.038549544761462315,0.20025149626641803,-0.0033654014980888432,-0.07692794252757136,0.05840656358860948,0.46375,1128.0,746.0,22.993545002256187,14.57907653167302,2.8741931252820234,1.8223845664591276
666023,0.010913832546290329,-0.09970716950627553,0.12602479685581677,0.01145285138238789,-0.10673868732600107,0.13171437413675968,0.0005390188360975629,-0.06359229911100443,0.0669071153970308,0.4985,944.0,686.0,2.5756644809245177,1.9641640120795232,0.3219580601155647,0.2455205015099404
666163,-0.008871934444852968,-0.1447063348463535,0.1240490262300888,-0.01210194805287641,-0.16465511188283039,0.1349155835985706,-0.0032300136080234405,-0.07508300424932701,0.0594040567736158,0.45775,302.0,82.0,-0.6698310505863991,-0.2480899350839664,-0.08372888132329989,-0.0310112418854958
666165,-0.005918540355390309,-0.1527178156238669,0.13957993531208454,-0.005975291601992468,-0.16612766392423595,0.1507231926547169,-5.6751246602159245e-05,-0.07070039691224411,0.06853532793960863,0.50325,68.0,7.0,-0.10061518604163526,-0.010456760303486818,-0.012576898255204408,-0.0013070950379358522
666310,-0.007114197651688386,-0.12193910564914312,0.10718862410129398,-0.0033970283621406637,-0.1291753133230547,0.12569637841899167,0.003717169289547722,-0.058267491612528775,0.07794488865792755,0.5355,1198.0,317.0,-2.1307021966806716,-0.2692144976996476,-0.26633777458508395,-0.03365181221245595
667690,-0.010656456243025489,-0.16601924275283064,0.13871941855845246,-0.01072825562530088,-0.17241049368500783,0.15368940949107202,-7.179938227539167e-05,-0.07330770470016894,0.06744170045509491,0.505,20.0,16.0,-0.053282281215127444,-0.04291302250120352,-0.0066602851518909306,-0.00536412781265044
668670,-0.022774413026060095,-0.15096864261081114,0.0993995339033577,-0.027800392878563798,-0.16603931491022014,0.10697821906888777,-0.005025979852503705,-0.07537221165521718,0.055629234066275235,0.43925,467.0,409.0,-2.6589127207925163,-2.8425901718331485,-0.33236409009906454,-0.35532377147914357
668721,-0.007016515342963268,-0.1560000181008841,0.1378500035857695,-0.008849944595269882,-0.16780696958078672,0.14942516764230934,-0.0018334292523066128,-0.07985582222953927,0.07127828905344763,0.482,13.0,17.0,-0.02280367486463062,-0.037612264529897,-0.0028504593580788275,-0.004701533066237125
668800,-0.025780167503192723,-0.17738937712512817,0.11465296003846123,-0.024068152913560417,-0.18687498223189727,0.1322251331179123,0.0017120145896323009,-0.0639870402856984,0.07346817183858173,0.5265,298.0,34.0,-1.9206224789878579,-0.20457929976526354,-0.24007780987348223,-0.025572412470657942
668939,-0.010154015950108402,-0.13277659429103522,0.10126611604323621,-0.0074651349097461855,-0.13684718252418068,0.11377467674440365,0.002688881040362214,-0.057554062714858904,0.06714360754472984,0.52875,700.0,585.0,-1.7769527912689704,-1.0917759805503797,-0.2221190989086213,-0.13647199756879747
668974,-0.0034965398521842684,-0.1476646052645991,0.14281590614002546,-0.004285074913722885,-0.1588489159952939,0.15254577422439336,-0.0007885350615386174,-0.07339549347095795,0.07011106442367941,0.48875,162.0,13.0,-0.14160986401346287,-0.013926493469599378,-0.01770123300168286,-0.0017408116836999223
669087,0.05020615173449143,-0.08078565465469126,0.2050853136050532,0.05428233719464992,-0.08949876309963757,0.21666254435848448,0.004076185460158492,-0.054658209264527635,0.07818860612864964,0.53625,227.0,100.0,2.8491991109323886,1.357058429866248,0.3561498888665486,0.169632303733281
669127,-0.09735306748065037,-0.21357274407717372,0.009508190889753408,-0.10704200734364412,-0.23450720239646466,0.010859328066897158,-0.009688939862993741,-0.09057459296948109,0.04485899935042592,0.38875,1191.0,901.0,-28.98687584236365,-24.111212154155837,-3.623359480295456,-3.0139015192694796
669134,-0.0439901644750495,-0.1880662946205358,0.08213290762636004,-0.05060673994142269,-0.20319108504460948,0.08855512370008452,-0.006616575466373186,-0.08121215129736445,0.04871915396575602,0.42725,21.0,508.0,-0.23094836349400988,-6.427055972560681,-0.028868545436751235,-0.8033819965700851
669221,-0.0018451569742313008,-0.12947517973502456,0.12748072097459515,-0.002767524632251215,-0.1422383361619637,0.13349372856414796,-0.0009223676580199145,-0.07461088867922677,0.06745661279953365,0.48775,844.0,131.0,-0.3893281215628045,-0.09063643170622729,-0.04866601519535056,-0.011329553963278411
669224,0.05649057853150218,-0.04748246038531763,0.16292031545173927,0.06008162028536806,-0.05386730414340449,0.18143302530336894,0.003591041753865887,-0.05339773609367261,0.07320515446316947,0.54625,1259.0,921.0,17.780409592790313,13.833793070705996,2.222551199098789,1.7292241338382495
669257,0.02942659891658591,-0.08135702660364245,0.14372195402519022,0.03869156258268211,-0.08354097658719116,0.1633201681164776,0.009264963666096197,-0.046660522575651016,0.08731037135790601,0.60825,1158.0,508.0,8.519000386351621,4.913828448000628,1.0648750482939526,0.6142285560000785
670232,-0.0031498733239335966,-0.15835560513082822,0.15300976325039953,-0.0034720898149502954,-0.16533197298827387,0.1675749232586219,-0.0003222164910166989,-0.07320232537705518,0.06872207615003745,0.501,7.0,6.0,-0.005512278316883794,-0.005208134722425443,-0.0006890347896104743,-0.0006510168403031804
671056,0.016321788412970824,-0.11017314422961552,0.1439182603931238,0.019823206699070218,-0.11862334253249064,0.15891548138227815,0.0035014182860993934,-0.05846793849458159,0.07436684513560025,0.53625,148.0,543.0,0.6039061712799205,2.691000309398782,0.07548827140999007,0.33637503867484775
672275,0.06452072041729938,-0.042402414109523216,0.18095358173291673,0.06360638613391596,-0.05237877933491444,0.18299426110525108,-0.000914334283383413,-0.06535362639104782,0.06074966023237293,0.4915,1225.0,834.0,19.759470627797935,13.261931508921478,2.469933828474742,1.6577414386151847
672386,0.008481860807847503,-0.10460874403204524,0.11778804816434267,0.00847884499171779,-0.11283485426929832,0.1288704911770902,-3.0158161297110244e-06,-0.06593194474502458,0.0647602347681869,0.50175,1196.0,523.0,2.5360763815464034,1.108608982667101,0.3170095476933004,0.13857612283338763
672515,0.052763959507233844,-0.05319833382828817,0.17393731090398448,0.05143075816838639,-0.06506185092372203,0.18025237437272185,-0.0013332013388474508,-0.07124482133760617,0.062447372736803924,0.48475,800.0,815.0,10.552791901446769,10.479016976808726,1.319098987680846,1.3098771221010908
672613,0.012587488402537907,-0.13058266589891457,0.1615105954753946,0.013738089836139871,-0.13305778250632205,0.17298481897745768,0.0011506014336019623,-0.06159984998976916,0.06620995619039968,0.5155,4.0,143.0,0.012587488402537907,0.4911367116420004,0.0015734360503172383,0.06139208895525005
673237,-0.10119736134059812,-0.23435783813548663,0.016679652953407308,-0.10296794961527968,-0.24574843026069235,0.025512017762552363,-0.0017705882746815497,-0.06947019743610364,0.058616488009259615,0.47,1151.0,689.0,-29.11954072575711,-17.736229321231924,-3.6399425907196385,-2.2170286651539906
675448,-0.0037483742808180755,-0.15750162593282732,0.1420566379195878,-0.004794026987236805,-0.1695171677018718,0.15412613980537337,-0.0010456527064187295,-0.07093311086655078,0.06578113289642315,0.48925,20.0,9.0,-0.018741871404090376,-0.010786560721282812,-0.002342733925511297,-0.0013483200901603515
675915,-0.001122603558250185,-0.15455210321572957,0.14818009549400193,-0.00023499092896587452,-0.1602463883273483,0.15580311883541706,0.0008876126292843105,-0.06670955575373769,0.0730427246062592,0.49875,4.0,8.0,-0.001122603558250185,-0.00046998185793174904,-0.00014032544478127313,-5.874773224146863e-05
676439,0.04533789220802521,-0.07495623322417296,0.18050805702568287,0.0515600792235075,-0.07576482532152612,0.19092933535234147,0.006222187015482291,-0.053939564434148206,0.0823071249145746,0.56175,228.0,638.0,2.5842598558574372,8.223832636149446,0.32303248198217965,1.0279790795186807
676566,0.0017724455587143834,-0.143155838535967,0.14864656416062674,0.002018093182437101,-0.15839242360863198,0.16163313512516345,0.0002456476237227187,-0.07197109528348013,0.07221851269955891,0.5035,0.0,17.0,0.0,0.008576896025357678,0.0,0.0010721120031697098
677943,-0.009849366331765119,-0.16027717451100051,0.1352493920706751,-0.010978011344223715,-0.1689143796473636,0.14907374388818803,-0.0011286450124585968,-0.07088383299964172,0.06459902156602701,0.4775,68.0,25.0,-0.16743922764000702,-0.06861257090139822,-0.020929903455000877,-0.008576571362674777
678099,-0.003704799822222152,-0.15962229621113483,0.14881831937970588,-0.00339000596324803,-0.17243611770391673,0.16481490273883914,0.0003147938589741217,-0.06904049603633444,0.06984196680960927,0.50425,5.0,8.0,-0.00463099977777769,-0.00678001192649606,-0.0005788749722222112,-0.0008475014908120075
678218,0.006427560052024521,-0.12081137411986899,0.13518541556223096,0.007011073952177536,-0.13123176239280837,0.14725092337804352,0.0005835139001530161,-0.061982187697093634,0.06707223072054136,0.5,1.0,693.0,0.0016068900130061302,1.2146685622147582,0.00020086125162576627,0.15183357027684477
