catcher,effect_2025,effect_2025_lower,effect_2025_upper,effect_2026,effect_2026_lower,effect_2026_upper,change,change_lower,change_upper,probability_increased
553869,0.010362089871855848,-0.05379235229293065,0.09124136778129602,0.02012283517456152,-0.061293268561005435,0.12764716861188663,0.009760745302705669,-0.051760468006915146,0.10114042595785097,0.594
553882,-0.0034601478195507127,-0.08899524665335565,0.07604409638151181,-0.0032841394385048684,-0.1135506526956941,0.09707977742549458,0.00017600838104584403,-0.07931256582643706,0.07781762197114059,0.503
571466,0.0016132800052674704,-0.08146396184024361,0.08417312382083529,0.0016127500410750713,-0.10729840705314651,0.10809041277037383,-5.299641923991461e-07,-0.0751890361187352,0.07504803216443165,0.4955
571912,0.010725561085608345,-0.0628779549582468,0.10578024954713336,0.016971729328102057,-0.07735387626237793,0.13713131588336142,0.006246168242493713,-0.06273491055431556,0.09884428376986645,0.553
592663,-0.010060736803909655,-0.08847462939651467,0.05245824313582061,-0.01834719582554692,-0.11537226958629013,0.057915337953611166,-0.00828645902163726,-0.09015980465773872,0.05372316327462939,0.407
595453,-0.0014024069302689473,-0.08583688598066422,0.07743997578147893,-0.0017643549829602174,-0.11691358984384422,0.1079400644718427,-0.0003619480526912701,-0.08028318569376379,0.07985591171892784,0.4755
595751,-0.0025268319463189306,-0.08556516718666926,0.07954122629142373,-0.0016468095024736744,-0.11475786948738075,0.10848885847650123,0.0008800224438452557,-0.08235371899740788,0.0800423857217198,0.51
595978,0.018273012464305897,-0.041232715561585,0.11115595782013246,0.021877905213638214,-0.07052889715099064,0.13393720348804233,0.0036048927493323203,-0.06939447969106659,0.08711365789077054,0.5495
596117,-0.0015718998283912875,-0.08245375662162387,0.07337795686858298,-0.005630491961991425,-0.12385478825026526,0.09906360283681828,-0.004058592133600138,-0.09087262405078426,0.06845799168879146,0.471
596142,-0.013455875700264023,-0.10397616054560437,0.057093584970961044,-0.0183207596733407,-0.13772596282295488,0.08055767784055808,-0.0048648839730766795,-0.08613363454068795,0.06574889142370115,0.4395
605131,-0.00010015746339569848,-0.07988370064814582,0.07753592085376063,0.0007723103247685695,-0.09994605721711113,0.10967503100784545,0.0008724677881642678,-0.06973881192680154,0.07981276791204715,0.5125
605170,-0.0005428816824455067,-0.07318374175436827,0.06822161614436498,0.00845541317288381,-0.0790425643568189,0.10352019207263985,0.008998294855329316,-0.05025178051503304,0.08944646304104076,0.5725
605244,-0.0012825758919965827,-0.08292455802697261,0.08141296509680931,-0.0028419603490869596,-0.11452976780991622,0.10445528049920966,-0.0015593844570903773,-0.07919209968351966,0.07509069202499899,0.495
606992,0.002427477001274824,-0.07195814916594252,0.07881564386385026,0.004504496952363759,-0.09202644505716638,0.10558074423027643,0.0020770199510889344,-0.06807990763108339,0.07705832872604718,0.5145
607732,0.0032125591955479253,-0.07007276235648051,0.08216946950043005,0.0037425345880001642,-0.10603996466413285,0.11633056794854622,0.0005299753924522395,-0.07865007975268005,0.07945673272638974,0.503
608348,0.002718860019424783,-0.06412139066031539,0.07541599627890828,0.016506784302603193,-0.06676211987993154,0.12353525440382511,0.01378792428317841,-0.04903733986576376,0.10911981690673898,0.635
620443,0.018895330242216603,-0.04170345351077241,0.11009402224366859,0.029850662607004776,-0.057194543704369195,0.14287955210530978,0.010955332364788175,-0.047677585160140014,0.09024410093557017,0.62
621512,0.003566450477587711,-0.07262189547832724,0.08499901040002296,0.0021336316607643777,-0.11081491360885111,0.11853680834462667,-0.0014328188168233331,-0.08641161860317814,0.07948988273761434,0.4845
623168,0.0071034913196758856,-0.06301117161460007,0.08917973103652709,0.015296175459704337,-0.07316815566590391,0.11732621561908882,0.008192684140028451,-0.05704504993432029,0.09345313597258985,0.5745
624431,-0.0058811996344717375,-0.08785766948464775,0.06516608003251889,-0.014544001753634716,-0.13211573687992514,0.0821821249586716,-0.008662802119162979,-0.10231928404333578,0.05776552838314282,0.429
624512,0.00021759364718207012,-0.07476992248867229,0.07763025924836886,-0.0023809350516830036,-0.10641460901029112,0.09487212868089327,-0.002598528698865074,-0.09031145135991887,0.07384230865069245,0.4725
624513,-0.0014115827000284078,-0.08933397154060156,0.08046476157890331,-0.0020285395945401586,-0.11848413056041858,0.10641743932602585,-0.0006169568945117511,-0.08341580022716928,0.0772670935717355,0.4955
640459,-0.0038204887166011447,-0.08047684550839687,0.07238616742120886,-0.00669278735594493,-0.11466806685997416,0.1047517268751189,-0.002872298639343786,-0.08437132819030026,0.07495046030942526,0.4615
640902,-0.005376648333436804,-0.08821195933520197,0.06731737628558393,-0.010377410671366483,-0.11736848954324512,0.08704616043209026,-0.00500076233792968,-0.0844553731041427,0.058796701614026545,0.447
641511,0.0003794491051858578,-0.08079640916008074,0.08425081372313584,0.0018594182017432452,-0.10659923858254801,0.1179789652799632,0.0014799690965573871,-0.08106930765019581,0.09037581714936073,0.519
641555,0.006358702244299769,-0.0643408594772041,0.08809490315768204,0.0032641363951551733,-0.10143354768781064,0.09920008371500479,-0.003094565849144594,-0.08281802577327925,0.06682442111211127,0.4705
641598,-0.007255241922141726,-0.08622726711132653,0.06307572372976217,-0.007530561174707054,-0.11106220892235512,0.0914227502951161,-0.00027531925256532884,-0.07253984910754857,0.07637623127682079,0.5005
641680,0.0023704973948414716,-0.06052656265486959,0.07258404094278272,0.003312207254396384,-0.08879792561915364,0.09715948877626213,0.000941709859554912,-0.06981022491477035,0.07406618515409603,0.5095
642020,-0.00044644351163425366,-0.08425598629593545,0.08340182528215757,-0.0016488189042320365,-0.11295371868813259,0.103601685694403,-0.0012023753925977832,-0.08346292206844949,0.07537940878444173,0.501
642136,-0.0023273638252597514,-0.0782799490887275,0.07268129728495058,-0.00040549208359128984,-0.1035228335662381,0.10591690167301251,0.0019218717416684611,-0.07327230402841814,0.08278844317135443,0.51
642851,-0.006607802183564238,-0.09041500062560091,0.06020803603038861,-0.0042002730431757816,-0.10870905543733456,0.09028983151682968,0.0024075291403884576,-0.06888748813042002,0.08167417698265646,0.5185
643376,-0.02441781789224303,-0.12115910622767978,0.035960478541835435,-0.02828510399051726,-0.1482172541362702,0.06614120290414474,-0.0038672860982742322,-0.07927422151156192,0.06667950053077658,0.454
644433,-0.0005995164485642994,-0.0851880222083773,0.07817927067196534,0.00114849513878278,-0.10730482205418546,0.11221909954192014,0.0017480115873470799,-0.07636470485697433,0.08452221317628004,0.523
645305,0.006493395163641386,-0.06479994085459045,0.09742841959984043,0.00837365649679917,-0.09087241269298246,0.12331121645455483,0.0018802613331577835,-0.07470550626202759,0.09135920386520253,0.509
645444,-0.01515302184361706,-0.11033166081427333,0.05292159216449654,-0.016808842119007062,-0.13725300397235657,0.07848388449607718,-0.0016558202753899972,-0.08695093600262388,0.08005438100904562,0.494
650907,-0.0004049645546932675,-0.08198488398856868,0.08163395582663642,-0.0016144039649543447,-0.10661302275729544,0.1045043874752373,-0.0012094394102610767,-0.0806408785132529,0.07620985277115619,0.483
650968,0.0013368554761246782,-0.07330227700702402,0.07998505368894221,-0.0013235157048960007,-0.11513474907050139,0.10568702722853587,-0.0026603711810206797,-0.08842353595127624,0.07431121762012348,0.4775
656180,-0.003311421585352621,-0.08387452065797185,0.07112563808321787,-0.004208907806251528,-0.11917155116346237,0.10657956912138193,-0.0008974862208989068,-0.07817844003267792,0.0877516091850693,0.483
656577,-0.011368385507093643,-0.10450764414831029,0.05665270554008761,-0.021415914059577296,-0.14618356779571626,0.07125669655334976,-0.010047528552483654,-0.10514931951845251,0.05355036301861062,0.399
657136,0.0029604885299634055,-0.06685162586783194,0.07876170480219145,0.009027282311198486,-0.07864269562306513,0.11012856494740843,0.006066793781235084,-0.06006179529535249,0.09004406825212265,0.565
657247,0.0004478555490474709,-0.07793368269594432,0.07246328049315559,0.0012193112237074476,-0.10336989698901872,0.1081416350143838,0.0007714556746599767,-0.07973522124904676,0.08305803745969285,0.5035
660688,-0.00403073644805541,-0.08039846132173706,0.06208574931998076,-0.0051395850245519676,-0.09490466050800621,0.0792356479663345,-0.0011088485764965573,-0.07064643479422776,0.0624242081213516,0.485
660710,-0.008478349191109302,-0.10180669216470167,0.06445816041684402,-0.017222215854154663,-0.1331186155812525,0.07560768533390633,-0.008743866663045361,-0.09659311566673101,0.05318072129169533,0.418
661388,0.0014958134987212515,-0.0613298786597322,0.06909730643155024,-0.0005133359273280087,-0.0901577506347719,0.08749259901420807,-0.0020091494260492597,-0.07560875987397847,0.06645061352501112,0.484
661531,0.003335551249369493,-0.07527196504565983,0.08896536450711116,0.006827366536904259,-0.09037173465159094,0.11430111775331793,0.0034918152875347674,-0.07038845347974924,0.08106539713411136,0.5415
663584,-0.0052264921240271905,-0.09258572553998765,0.07082839095540319,-0.00029295195639369266,-0.10161819425329346,0.11042896923759614,0.004933540167633498,-0.06574346492425971,0.08745352685706985,0.5355
663698,0.005824231903189144,-0.06024753140254135,0.08067416163630091,0.017415132039640548,-0.07404857780616897,0.1317414330619269,0.011590900136451403,-0.04955691514446494,0.11038929745732616,0.616
663728,0.017479077075243623,-0.04454799434565253,0.10142296752971221,0.015341496019356641,-0.08292634100485126,0.11267142790755616,-0.0021375810558869834,-0.0795241964922917,0.06848818583995646,0.485
663743,0.0050801658037010365,-0.061001557703215505,0.07884244868250344,0.0067154186264372995,-0.08424477323524067,0.10442630349480067,0.0016352528227362635,-0.07031211486581139,0.07363755224799647,0.515
663886,0.010764887419103485,-0.05004706716432998,0.084284933953827,0.006048861009503163,-0.08489533088204451,0.09898947800580114,-0.004716026409600323,-0.07970911459083117,0.06180357054393364,0.4525
663967,0.004959805887960582,-0.06616798086509844,0.08220327005758794,0.0105385898890283,-0.08636499575696271,0.12000022325307289,0.005578784001067719,-0.06263889842841848,0.08963550589929505,0.542
664731,-0.0024139122655257024,-0.08321902142025972,0.07302270676594788,-0.0050884634171213285,-0.10996053609106408,0.09926267343123994,-0.002674551151595625,-0.07882861095869381,0.07118808480444659,0.4685
664874,-0.0027682420450138327,-0.08494090841151582,0.08102475192437053,-0.005177769720020365,-0.11216865435679958,0.10219749145756661,-0.0024095276750065323,-0.0806395694440452,0.0722161191993945,0.4675
664954,-0.014449139504161693,-0.1101072070940151,0.054185010396556335,-0.02189522670667803,-0.14075683908598743,0.0700317111612437,-0.007446087202516335,-0.08969851917064288,0.059458961714445605,0.412
665561,-0.0014950584053389604,-0.0840147148474205,0.07661575262618979,0.0017772420904385844,-0.09306210950865401,0.10246197846230021,0.0032723004957775446,-0.07048696170332833,0.08351818349555781,0.529
665804,0.0031068608691341986,-0.06650314913687476,0.08010850779691353,-0.00323521347856561,-0.11290221046854991,0.09351015458021196,-0.006342074347699809,-0.09566570218774001,0.06793229652035028,0.437
665861,-0.005790921479686961,-0.0950124669465127,0.07175323744407713,-0.008915866899606682,-0.12678417907426587,0.0936217265171483,-0.003124945419919722,-0.08787643170648807,0.07116422448818775,0.4565
665966,0.019027600683218588,-0.03908159195415475,0.1054141413538174,0.02003355047794817,-0.06475248225118137,0.12150461948010567,0.0010059497947295833,-0.06645004580345028,0.0724543286015132,0.519
666023,0.00023864879328096235,-0.06627894024493619,0.06782105915630628,-0.0011634364822241886,-0.09064877294100848,0.08938083512310216,-0.0014020852755051512,-0.0741242582027195,0.0693931695131742,0.4925
666163,0.01472071572546011,-0.05596658950028278,0.1172035360137816,0.012295881751849804,-0.08541479376722529,0.1295365127561756,-0.0024248339736103043,-0.08498541845776401,0.07819728874476918,0.4675
666165,2.4015566796833253e-05,-0.07741733470549296,0.08301599772714743,0.0005877546662927143,-0.1098441919834425,0.11436134604380155,0.0005637390994958809,-0.07533671082687149,0.08645881338435925,0.4955
666310,-0.005965087673678576,-0.0792912099580646,0.05993742988812025,-0.004784728438485542,-0.10117231062356109,0.0870189743909108,0.001180359235193034,-0.07179145648639633,0.07584052896619846,0.5145
667690,4.095754999081952e-05,-0.08284056194098274,0.0764103963885164,0.00026531045363602094,-0.10825880013807213,0.0996050668982417,0.00022435290364520167,-0.07566188141329032,0.07927854409299324,0.5035
668670,-0.003923265583742733,-0.08387093443920761,0.06899063031315283,-0.009180605433716845,-0.11064854916149039,0.08344420681354262,-0.005257339849974112,-0.08316643286527883,0.061584725551655575,0.459
668721,-0.0023773960577797774,-0.08846293200094786,0.0737917503607628,-0.005475907348220248,-0.11191248950166861,0.08947053782929146,-0.003098511290440471,-0.08644696299681398,0.06878546572838386,0.4685
668800,-0.0028685608885889477,-0.08499706673418986,0.07756484796732417,-3.701620027745467e-05,-0.11373727808335826,0.11655466590528482,0.002831544688311494,-0.07514974078098546,0.08689009314776233,0.5255
668939,0.0028299797879576963,-0.0599533912292291,0.07432041301279325,0.008724006028422677,-0.07765743524192179,0.10744369823796429,0.005894026240464981,-0.05813544192789231,0.08565542066036815,0.5645
668974,0.0007739085651811797,-0.07281342989848329,0.07534093018157831,0.002058728518349163,-0.09587868259599129,0.1145399137557242,0.0012848199531679838,-0.07131733813923868,0.08290101485585609,0.5075
669087,0.01119117299922897,-0.061365324968128604,0.09630438648169432,0.015623274629889997,-0.08705901607397773,0.13454746412061247,0.0044321016306610285,-0.07439714019580962,0.09546613124811995,0.5435
669127,-0.025460676570252094,-0.11340353812722867,0.03192187844130299,-0.045452988862972776,-0.16902856142529743,0.036818263791732087,-0.019992312292720676,-0.1235132490415867,0.034346717457311396,0.316
669134,-0.011475559913781264,-0.10188698959981277,0.060159017100002606,-0.021847109073974393,-0.13864884365535965,0.07595230634143567,-0.010371549160193132,-0.10996353661312379,0.059045234364120916,0.4005
669221,0.009137649007807582,-0.0619705104216625,0.09297088244706932,0.0059582418089292695,-0.09811735695109718,0.11048197782650736,-0.0031794071988783122,-0.08186324292698803,0.07270275156938687,0.4625
669224,0.01692121457111264,-0.04479949057188684,0.10359418857169204,0.015158113779879454,-0.07003271775966152,0.11224672590247683,-0.0017631007912331867,-0.06798848174673859,0.06622550207396596,0.474
669257,0.020706113702141354,-0.040595080038761076,0.11394123900727741,0.036120198883466174,-0.04422640421372355,0.15995351305642946,0.01541408518132482,-0.046662915117364395,0.1248045100158833,0.6245
670232,-0.0004827945719947721,-0.08777460209191643,0.08385940972202105,-0.0006796499168775675,-0.11191393110773595,0.11267778915998303,-0.00019685534488279548,-0.07700968766723985,0.07961682034298594,0.4965
671056,-0.0014596184952165299,-0.08408168057188353,0.07376211538467477,0.00022659510284560915,-0.10092342965839403,0.10258771547847043,0.0016862135980621395,-0.0676665375633898,0.07419194290149458,0.51
672275,0.024966519212272834,-0.02766706296665635,0.11692382069028312,0.018908132571171663,-0.07613015343411439,0.12326661341657212,-0.006058386641101176,-0.08723609871541907,0.056411492256773735,0.426
672386,0.007215630363836599,-0.054141427136428395,0.08004689836279262,0.01265849587329158,-0.07008045996482562,0.11187982632847476,0.005442865509454979,-0.058029395801088665,0.08654011043802311,0.5645
672515,0.015066170446699723,-0.050269254597535194,0.10610211530547871,0.0188823450501835,-0.07258381998612007,0.12563931833077122,0.003816174603483779,-0.06626768912486951,0.08042053658830456,0.5425
672613,0.0024653165648427706,-0.07713425606756856,0.0921417318977683,0.0037745990719109663,-0.10258658403311187,0.11665474685300659,0.0013092825070681962,-0.07094461773015456,0.07786141291839063,0.516
673237,-0.026207013197330205,-0.11651119425309872,0.031893253784971994,-0.028668096938820567,-0.14204566748612127,0.07185188503704344,-0.002461083741490359,-0.08419739114277218,0.07662389052767488,0.466
675448,-0.001568991113010876,-0.08153046452813875,0.07772560750352576,-0.0024667804423325317,-0.11054027708057539,0.10167763575173717,-0.0008977893293216561,-0.07565494952857656,0.07789746455335439,0.469
675915,-0.0008138110509944731,-0.0769958323798989,0.07600249409816204,-0.0001825899542487678,-0.10111461680409872,0.1031459795382284,0.0006312210967457053,-0.07866246735367491,0.07804887314418492,0.515
676439,0.005369315059204915,-0.06904657438331314,0.0847040070791373,0.01126418437013475,-0.08373652816373418,0.11826074152739659,0.005894869310929835,-0.06261011473576206,0.08675353364768884,0.5625
676566,0.0005454855238167009,-0.08096010263826901,0.08164199919487086,0.0002227355762180538,-0.11215664852026862,0.10826348015881833,-0.00032274994759864695,-0.08366116013057379,0.07682606657444008,0.4995
677943,-0.0052848707940722885,-0.09571157768956229,0.0744197202992907,-0.008258790994692402,-0.11598920053317682,0.09121403449092173,-0.0029739202006201135,-0.08579728054134624,0.0708055981160463,0.4735
678099,-6.195448650418259e-05,-0.08126335863512506,0.08233460283228561,0.0003441696265394327,-0.11136676353667666,0.11537290274455074,0.0004061241130436154,-0.08221174297524333,0.08631447209048881,0.5065
678218,0.002622937753818006,-0.07365737612729366,0.07728009806604236,0.005600737654944251,-0.08183788368310668,0.10446851758152308,0.002977799901126245,-0.06732093469333678,0.07932660156492279,0.534
680664,-0.0012809380155914694,-0.07936066404018827,0.0746188030027779,-0.0035435217819455266,-0.11226717067939511,0.09413508491858065,-0.0022625837663540578,-0.08501645885996574,0.07480859926582763,0.4785
680728,-0.006345009245847571,-0.09615751620539129,0.0684980292171424,-0.011462850492877081,-0.12904869564002078,0.08630658775353414,-0.00511784124702951,-0.09268733616452321,0.06619632566022945,0.449
680753,0.001484787116667566,-0.07581923093951569,0.08367685809220315,0.0023116344675171963,-0.10264474512389618,0.11120168097146954,0.0008268473508496299,-0.07606728777506751,0.07967167137703686,0.499
680777,-0.019969662840941097,-0.10568116403616624,0.0366698520701332,-0.020182897522698164,-0.11818525963884806,0.06190643307435233,-0.00021323468175706129,-0.07488721500570177,0.06999360234529622,0.5125
680779,0.004521219490324297,-0.059407720306149846,0.07453708111305103,0.01041096214591826,-0.07314092697845702,0.10928910702563192,0.005889742655593961,-0.05302405215937261,0.08735369742336349,0.5585
680862,-0.009364930319400794,-0.10033275967667843,0.05869208838694288,-0.01035558646641553,-0.11957084964167446,0.08997383615539933,-0.0009906561470147336,-0.08426165487558081,0.07694933545802782,0.4915
681123,-0.0024269652437478757,-0.07994373170175799,0.07579089065611662,-0.0024950505447659805,-0.10135640486004152,0.09457721500268035,-6.808530101810428e-05,-0.0742857701193328,0.07261886684180516,0.4955
681351,-0.004651611347306657,-0.06991089389266693,0.06235075927770821,0.0021463374685571734,-0.08602708910589316,0.09219668793489204,0.0067979488158638295,-0.05798587589974608,0.08757216783732519,0.5765
681508,-0.005094003929700781,-0.08271148036391354,0.0687977897906596,-0.004965479119433267,-0.10934289317573773,0.09484855525240923,0.0001285248102675141,-0.07810290124785803,0.0739420178202467,0.4955
681807,-0.0012872826201901324,-0.09318596217748432,0.07985977994069399,-0.0029308122581966235,-0.11427461704254825,0.099823138051482,-0.0016435296380064915,-0.0877759247124597,0.07237635950334667,0.497
682515,0.00093577569656487,-0.08038669450932893,0.07917403627298858,0.0015973496878803654,-0.1078810486373193,0.10698711490699354,0.0006615739913154951,-0.07986392195444145,0.0804798765654252,0.5205
682626,0.0037861420253479535,-0.062308990342865966,0.07712434382024981,-0.0026771941186618654,-0.10639520507372914,0.09137087719075485,-0.006463336144009819,-0.09363495002940608,0.06547582219522527,0.4385
682663,0.008668260025873236,-0.05813998918997392,0.09501766874985068,0.012845030262194374,-0.08130262889248026,0.11604828240053423,0.004176770236321138,-0.06257702542005204,0.08206081058263552,0.548
682848,0.006486325660489893,-0.06348445096116663,0.09232979554943266,0.01685075272698029,-0.0722125082046416,0.12689637226666672,0.010364427066490399,-0.056051644661997094,0.09876938448278953,0.5975
683079,-0.00045759987038928587,-0.0817876232157749,0.07789561915764427,-0.0016823115897544143,-0.105001800269349,0.10381625360389735,-0.001224711719365128,-0.0765408917474475,0.06935926435071914,0.496
683679,-0.007260960555964188,-0.09574331385275733,0.0652148236393835,-0.014359625418335305,-0.13021178955891885,0.08406454214549375,-0.007098664862371116,-0.09495652921270571,0.06295468796424691,0.4335
686452,-0.002422185720242985,-0.08608938467594605,0.07128278777755627,-0.006879791844789531,-0.1118534308702232,0.090292777224704,-0.004457606124546547,-0.08416022768541129,0.06858735227932357,0.4645
686676,0.0006381356907113919,-0.08074853581193246,0.08565248582374682,-0.0011870677656822424,-0.10641839638743497,0.10630534832738998,-0.0018252034563936345,-0.07907367935747152,0.07486318212719328,0.4885
686780,0.01206152282276174,-0.046290739959309386,0.09026131491210586,0.02135664597405124,-0.05833816005267985,0.12076474218668794,0.0092951231512895,-0.05129887366040068,0.10057219254100905,0.595
686948,0.002232740877618493,-0.06743097277438602,0.07361774547087242,0.00042931593283483877,-0.09521299379067992,0.09066226786469327,-0.0018034249447836542,-0.0741303360393591,0.06844206772518262,0.483
687221,-0.007204481489999056,-0.08371498224699248,0.058056782161121666,-0.0066685446971333434,-0.10152887261153248,0.08590366726456804,0.0005359367928657124,-0.0669151558705178,0.0737129322671957,0.496
689414,-0.0067461118745944385,-0.07460759981212699,0.0586186503045322,-0.00397300636420136,-0.10295435419044095,0.09108932554952602,0.0027731055103930786,-0.06893443001129564,0.08337668197369665,0.5245
690841,0.00035034334630557284,-0.08222966432469074,0.0779372830183125,0.00020967520342101198,-0.11619049256026309,0.11234223695423191,-0.00014066814288456097,-0.08425186513998507,0.0815327242780548,0.503
690924,-0.007468151766148525,-0.0899393093212416,0.06070332692813385,-0.006611685050025703,-0.11743249576923162,0.09300015956112657,0.0008564667161228222,-0.07847319642706278,0.07735152752109137,0.499
691011,-0.011098462052688773,-0.09323543746548187,0.054693256600730704,-0.0218411920879247,-0.13043927922102028,0.06760693639309961,-0.01074273003523593,-0.10011673684944973,0.049749318968883224,0.3835
691019,-0.0015032034113520703,-0.07653285626617838,0.06904086082053831,-0.002019101973837909,-0.10825202393673214,0.09605369286885275,-0.0005158985624858388,-0.07908486354082539,0.07907431865967152,0.4995
691620,0.0006376061008726634,-0.07697034276091162,0.07909378390220387,0.0009604493816184551,-0.10753938142558847,0.10534286435832803,0.0003228432807457919,-0.07791164498841978,0.07377973387742819,0.506
691740,-0.0006607916998806485,-0.07735118527432737,0.07590026554129495,-0.0009352014825509508,-0.10544278874073763,0.09834615513058574,-0.00027440978267030246,-0.07890577762876683,0.07842492956016303,0.492
691788,0.009306232968494092,-0.06032294124035259,0.09548051848474162,0.016824572168654146,-0.07455887841622547,0.12537709634802402,0.007518339200160055,-0.058791518614466035,0.09324846406080212,0.5705
693307,0.021047174615241488,-0.035271841063870615,0.10636729288229863,0.03034309817654146,-0.05206706085016831,0.13958322624784653,0.009295923561299973,-0.053815299198059045,0.0957208913912725,0.579
694208,0.004650198220555124,-0.0686867009515413,0.08970322530485478,0.009251713696111353,-0.0897751655912099,0.12223220336680109,0.0046015154755562285,-0.06712487571068025,0.0941747823527194,0.542
694212,0.002433425275579113,-0.074763359164958,0.08146661709866834,0.00764488768145299,-0.0887409650194359,0.11464662838934735,0.005211462405873878,-0.06360221949709768,0.08872740445424918,0.5445
695600,-0.010689746734013076,-0.09310118974774644,0.05856625550253165,-0.020712524616088895,-0.13581754319809075,0.06713900247758947,-0.010022777882075822,-0.10007297372231647,0.05299033703686402,0.411
695670,0.0004144479204109578,-0.0748516751556695,0.07912195696581428,0.0006569744109430605,-0.10871302201802287,0.10994509416259679,0.00024252649053210215,-0.0853676689755274,0.08303923320517492,0.4895
696100,-0.0188752272542291,-0.10781651821801101,0.04003300830227542,-0.04526317444273572,-0.17766686164809414,0.039428158549502136,-0.026387947188506615,-0.15058895724693663,0.029095399694145593,0.275
699625,-0.0015287062305740743,-0.08290733271789366,0.07542380750052316,-0.003289355507482697,-0.10996595700226412,0.09608432659115311,-0.0017606492769086227,-0.08269785200238529,0.06737999493912757,0.493
700250,0.014027300084439016,-0.0478433977779539,0.10610825873226636,0.014271381695107818,-0.09357058981526892,0.1357324604931586,0.00024408161066880325,-0.07807492171305207,0.0869244440008662,0.493
700337,-0.026202857441937157,-0.12134837145563913,0.030934393679476382,-0.03595307463087773,-0.1509218034749736,0.04967730519045344,-0.009750217188940575,-0.09741335400199126,0.051381637530216934,0.414
700652,0.0030219205466091247,-0.07283316678452198,0.08634228443930325,0.0031862028297507646,-0.10058988113158987,0.11147288712019321,0.0001642822831416399,-0.0789534591415262,0.07581556420042451,0.519
701852,-0.00569821801924088,-0.08545684159474816,0.06853980945933125,-0.010695469436560766,-0.11806738000930694,0.08481722435966921,-0.004997251417319885,-0.09600795059441469,0.07159756938363172,0.446
702315,0.0007694769333926626,-0.0735819245678393,0.07786869011798737,0.001352139157220286,-0.10911705998955012,0.10608850752432744,0.0005826622238276236,-0.08169328963550193,0.0790872926785532,0.509
804668,0.0044513257625962265,-0.06960710105985297,0.09140750709871309,0.006089694452958952,-0.09325904570330736,0.11763655370360351,0.0016383686903627252,-0.0733966946078938,0.08505488836388922,0.5155
805672,0.0012735237560297548,-0.07584018024598202,0.08051666439134124,0.0009767988681860182,-0.10801433670258447,0.10617872904420872,-0.0002967248878437363,-0.0794287643403954,0.07413164382726202,0.504
