catcher,effect_2025,effect_2025_lower,effect_2025_upper,effect_2026,effect_2026_lower,effect_2026_upper,change,change_lower,change_upper,probability_increased,probability_decreased
595751,-0.002726707659129143,-0.0864572306426128,0.0787954643369792,-0.0024269487554968872,-0.11326600063394623,0.10608867676201993,0.0002997589036322565,-0.07911950149849852,0.07757178291074902,0.499,0.501
595978,0.017383888295138244,-0.04158515277034292,0.10655890480915085,0.02177497066338428,-0.06374780928556056,0.12392108762067426,0.004391082368246039,-0.06134517054448619,0.07918593055338324,0.545,0.455
596117,-0.0024826603399089138,-0.08215625489814041,0.07094104082767473,-0.005832527253745456,-0.11108108691008899,0.09492824840127904,-0.003349866913836542,-0.08273598545918608,0.0693772203411607,0.4705,0.5295
596142,-0.01300905963053334,-0.10137008342794868,0.05372495990261542,-0.01723026551850192,-0.12807970960791804,0.07684419263076381,-0.004221205887968578,-0.08644775742629392,0.06631993098563851,0.45675,0.54325
605131,0.00023572876565690655,-0.08096518934035428,0.08460385874318234,0.0012460442556006073,-0.10494425271879758,0.10736518992086416,0.0010103154899437008,-0.07945507141556366,0.08044274016281597,0.50875,0.49125
605170,-5.959501434806767e-05,-0.07136488196955212,0.07192489713526964,0.006735205392628542,-0.08400605876981808,0.10400423894848827,0.00679480040697661,-0.0539713939188298,0.09101693674817474,0.5745,0.4255
605244,-0.001611502597021982,-0.08060419022835162,0.07659391233234021,-0.003238522974733706,-0.10810437134511522,0.10101788896487073,-0.001627020377711724,-0.0806204614659119,0.07408615907483826,0.47775,0.52225
606992,0.002203226858356394,-0.07445110399630488,0.079089806617485,0.004247333213030496,-0.09492685605946954,0.1051333847569279,0.0020441063546741012,-0.07240723772124052,0.0808535788913142,0.531,0.469
607732,0.0025769847462712397,-0.07286093057157664,0.08084067977279448,0.0023571390035379823,-0.09858760296863917,0.10636866114546832,-0.00021984574273325772,-0.07520970492998023,0.07086219024882467,0.50225,0.49775
608348,0.0032834999367024474,-0.06192595891877949,0.0763930989316791,0.014969476824717273,-0.06989095842870362,0.12218700024162985,0.011685976888014824,-0.04697268279490148,0.09722837158151455,0.6145,0.3855
620443,0.018416477700721447,-0.042886112896444915,0.10692580751784073,0.03006580645841447,-0.057251908631082565,0.141927390176318,0.011649328757693023,-0.04681474063734586,0.1007162133418293,0.60875,0.39125
621512,0.003392542463368229,-0.07246075057696555,0.08608211550955698,0.002455048652590915,-0.10141425271021325,0.10600967984656533,-0.0009374938107773142,-0.084292890193205,0.07509618434849549,0.4915,0.5085
623168,0.006548956232967516,-0.061463084340106694,0.08643951099961454,0.013427909323104245,-0.07710046331541345,0.11829208807258802,0.006878953090136731,-0.05804567910344539,0.0917060502722887,0.56275,0.43725
624431,-0.006373537330405448,-0.08294574793909193,0.06015060703786566,-0.013061678972526067,-0.11616192093414676,0.07973874850964068,-0.006688141642120622,-0.08660631761278666,0.05597266962261499,0.43025,0.56975
624512,-0.00019787178347557412,-0.076371819386123,0.07851990885906095,-0.0027673609067027944,-0.10994497584576304,0.09995763035521579,-0.0025694891232272204,-0.08154011267077478,0.07075820720273049,0.4855,0.5145
624513,-0.0003121450798311346,-0.07932745146382189,0.07517350680651856,-0.0016587527235904173,-0.10529572207369821,0.09841244475073399,-0.001346607643759283,-0.07777014692118667,0.07059078256120485,0.48575,0.51425
640459,-0.0028420354284307814,-0.08327357957463397,0.07390424009319507,-0.006256967707398538,-0.11926249161172114,0.0936750304354925,-0.003414932278967756,-0.08637259525486349,0.06774195856745074,0.4775,0.5225
640902,-0.006329028221200639,-0.09167713844883384,0.06492307498214636,-0.011442434883345093,-0.11916163940183576,0.0816310017861688,-0.005113406662144454,-0.0817449502446602,0.06373066548685284,0.44425,0.55575
641511,0.00039278164321074197,-0.07595988906210012,0.08216366887702399,0.0013655548237284907,-0.10055513966531487,0.10470581653276567,0.0009727731805177484,-0.06912518034754098,0.0768548496081059,0.50875,0.49125
641555,0.006264577545178897,-0.06723933439684623,0.08736704019332972,0.0035917196599225304,-0.09605283386492029,0.10563328458680592,-0.0026728578852563667,-0.0779656920378286,0.06715571231341837,0.47225,0.52775
641598,-0.006769062589421592,-0.08550400717582075,0.05935571493018967,-0.007378767235094905,-0.10886579611984219,0.08343302138751467,-0.0006097046456733132,-0.07618285893231597,0.07226409204763526,0.497,0.503
641680,0.0005188375693978525,-0.06903588942511284,0.07137332565370536,0.0016571897440475355,-0.09450677204890362,0.09382340821109313,0.001138352174649683,-0.07013174835069133,0.07444041647929635,0.513,0.487
642020,-0.0012306844333691037,-0.08278892739692807,0.07909409065693083,-0.0020015052444344703,-0.1128589393215412,0.10059864248594874,-0.0007708208110653665,-0.0744252259745391,0.06959051002022537,0.49125,0.50875
642136,-0.0024461639710373112,-0.08145559751502242,0.07129308766402806,-0.0012772707195037919,-0.10684860240240275,0.09966281928123685,0.0011688932515335195,-0.06817793955486322,0.07718913844554426,0.5075,0.4925
642851,-0.00671100331639546,-0.08927728207369307,0.0598150801724306,-0.004220948212268066,-0.10722399155938105,0.0960856999261302,0.0024900551041273935,-0.06549085310179419,0.07663600477541135,0.53075,0.46925
643376,-0.024984446541901607,-0.12621512026193296,0.03374471374440635,-0.02892954740704081,-0.1478531949758833,0.0591223181830811,-0.003945100865139204,-0.08106193278980774,0.06531559106080881,0.45875,0.54125
644433,1.1745253042329234e-05,-0.07962906656800854,0.08037547929194709,0.0022421598109324554,-0.09730937034181156,0.10403673113756313,0.002230414557890126,-0.06881627265812859,0.08320686139309728,0.518,0.482
645305,0.005967801378710314,-0.06305888655024253,0.08751325961989652,0.007110568684231978,-0.09111815746526786,0.1115038691697268,0.001142767305521663,-0.0676313848228494,0.07566938302261894,0.506,0.494
645444,-0.014947186082579765,-0.1044983664894076,0.0499318499404339,-0.016710159044447545,-0.1318083904159393,0.07864427874663014,-0.001762972961867778,-0.07777600741291225,0.07068936428322009,0.4755,0.5245
650907,0.001207730477910843,-0.07903901552342141,0.07743302081026934,0.0003717013432704151,-0.10461791231524478,0.10815294384028847,-0.000836029134640428,-0.08302796443101106,0.07168210735953692,0.49,0.51
650968,0.0011869179365905683,-0.07946643986647026,0.08373260334645793,-0.0017497385898729027,-0.10776356591781547,0.10117450516300486,-0.002936656526463471,-0.08241872333095648,0.06669245664988852,0.4725,0.5275
656180,-0.0036512477927728455,-0.081321929903211,0.06862848163635646,-0.005087230180242859,-0.10954973706602669,0.09840613653593783,-0.0014359823874700141,-0.08111130212756808,0.07849970086898443,0.47975,0.52025
656577,-0.011148903031481335,-0.10005193115199257,0.055272261378964675,-0.020736703129780158,-0.13129453075865222,0.06480853385255919,-0.009587800098298817,-0.0967062343764652,0.049008677965704586,0.40875,0.59125
657136,0.0028878429433497033,-0.06797494416386976,0.07735821965709258,0.0076782444275635305,-0.08650179052005959,0.10665528688707285,0.004790401484213828,-0.06146326537123834,0.08501171723963594,0.54925,0.45075
657247,-0.0012940830703923258,-0.08630747558215242,0.07775114957205409,-0.0006700570510766292,-0.10838494204295518,0.10237529717051015,0.0006240260193156969,-0.07574204479901392,0.07594278196223496,0.5085,0.4915
660688,-0.002565450025843301,-0.07845247444507412,0.06732993142971096,-0.003965770518171605,-0.09857193316119758,0.08968761789064239,-0.0014003204923283036,-0.0743980884766372,0.06649963051977954,0.48425,0.51575
660710,-0.00852327219851991,-0.09839253255034718,0.0638386492446257,-0.017019764518257836,-0.1305905522619782,0.07490021818476268,-0.008496492319737927,-0.09520639403344817,0.052287008947347065,0.41775,0.58225
661388,0.0010493843908067806,-0.0652346425695463,0.06948599224695275,-0.0008303420201224555,-0.0894404251690999,0.08701781508256912,-0.0018797264109292357,-0.0738475186691894,0.06788309353559979,0.47025,0.52975
661531,0.004075558002290751,-0.07194896768017295,0.08646184351150168,0.00684725262048366,-0.08829697230681749,0.1116797486562102,0.0027716946181929095,-0.06870563344843428,0.08080832203327902,0.52575,0.47425
663584,-0.006112324720491904,-0.08925450572497569,0.06669024844800879,-0.0014197630544441283,-0.10893832976346994,0.1029870404536655,0.004692561666047775,-0.06302858852381812,0.08976604462790513,0.5415,0.4585
663698,0.005970889060388657,-0.06374784658633084,0.08374481511037225,0.016298749891170628,-0.07324257328293328,0.12243525237763166,0.010327860830781972,-0.05095864509679374,0.10340562530206493,0.592,0.408
663728,0.01857460302910414,-0.038677813349282456,0.10433951106279538,0.017115731015765412,-0.06946186551578667,0.11537764008529836,-0.0014588720133387315,-0.07480485558810897,0.0675905569425875,0.48575,0.51425
663743,0.00513557580775514,-0.06570560268919433,0.08363550079258446,0.006280632424058921,-0.08311143985514476,0.10243234328729146,0.0011450566163037814,-0.06838674135339536,0.07385573498640705,0.518,0.482
663886,0.010671126334108647,-0.04891264935465861,0.08639961579926929,0.00713583265176645,-0.08137198659446672,0.10095293395690606,-0.0035352936823421967,-0.08014619963257566,0.06394033178920483,0.4525,0.5475
663967,0.005216283827533696,-0.06432603309217545,0.0866252514249182,0.009529851684030023,-0.08738290542362137,0.11892521724297024,0.004313567856496327,-0.06445347125581305,0.08544743300260564,0.541,0.459
664731,-0.0018158151957182221,-0.08473299962055512,0.07571069335447615,-0.00422903685887236,-0.10865772114447803,0.09856413497097699,-0.0024132216631541376,-0.08208272983652948,0.06812482326273761,0.4975,0.5025
664874,-0.0033977149780464195,-0.08924811149765188,0.07356193791614016,-0.005678202554670657,-0.11358557874675203,0.09434855778475927,-0.0022804875766242383,-0.07516399672528981,0.06439081895646426,0.4795,0.5205
664954,-0.014743245965024156,-0.11057673240746571,0.0567266075707462,-0.021928032222844885,-0.13508114964565548,0.06848825379845196,-0.007184786257820728,-0.08777118685309,0.05666150482418926,0.4275,0.5725
665561,-0.0007390814860832964,-0.07450104710423666,0.07094143495466526,0.0017390045655900869,-0.09416206776846017,0.10005348971910613,0.002478086051673383,-0.06965974321784088,0.07583695520043388,0.5285,0.4715
665804,0.0032556904190738207,-0.06998260698387514,0.0813112656034497,-0.0014276050567529413,-0.10683955895079934,0.09342759325342656,-0.004683295475826761,-0.08120097808686311,0.06344225012251556,0.452,0.548
665861,-0.006943521559277646,-0.0918643314092568,0.06718984122204794,-0.010164340987994456,-0.11701927983149811,0.08331155051645972,-0.0032208194287168096,-0.08412271135080499,0.06800666827450003,0.47,0.53
665966,0.018897875297100318,-0.04205237358426162,0.10696769323933433,0.019885080110157452,-0.07067310442090503,0.12235123488670396,0.0009872048130571379,-0.0636250227294454,0.07107725472198266,0.497,0.503
666023,-0.00014763338078907918,-0.07531830010458362,0.0693909847176362,-0.0014935643457389767,-0.10017559865356168,0.09263893002522053,-0.0013459309649498973,-0.07451544695314107,0.06918300637263569,0.48575,0.51425
666163,0.013957448117661926,-0.05313600917034451,0.10439970118186247,0.010620111053238773,-0.08849572574931158,0.12059200096737119,-0.0033373370644231536,-0.07914097458670612,0.06834241279331105,0.46175,0.53825
666165,-0.0008781771001672918,-0.07989539399027612,0.07733536548256413,-0.000575206478281314,-0.10356173800244209,0.10493382899956566,0.0003029706218859779,-0.07177924069610853,0.0745936205141518,0.493,0.507
666310,-0.005216400467512885,-0.07378465051177702,0.05928540773879109,-0.003257400542985439,-0.10489065576163699,0.09236927628910094,0.0019589999245274462,-0.07605095531784746,0.08176478205747496,0.51475,0.48525
667690,-0.0012861885024848263,-0.08690990296928765,0.07766844171995184,0.00027571492033997094,-0.10997593755328668,0.10999872513957065,0.001561903422824797,-0.0697443603513088,0.07728022541136843,0.51625,0.48375
668670,-0.004034504455146481,-0.07699333561526955,0.06435026861844258,-0.009722375826251222,-0.10796608506413977,0.07739781023092093,-0.005687871371104741,-0.08799220949400131,0.0566289608751287,0.44125,0.55875
668721,-0.004017021706770938,-0.08855416865489174,0.07320688653785747,-0.005521064638897821,-0.11130211816755535,0.09899589650467339,-0.001504042932126883,-0.07955203012037051,0.07165365211078462,0.4885,0.5115
668800,-0.0034136719155722062,-0.08773928409439925,0.07414709417144758,-0.0008734743347935392,-0.10853372510356155,0.11096646136539638,0.0025401975807786675,-0.06938861763139995,0.08299906169327316,0.5215,0.4785
668939,0.002167754013600705,-0.06348282240423132,0.07553054565091818,0.007585104233936138,-0.081466269995957,0.10929785782035768,0.0054173502203354335,-0.057347735733386515,0.08324549056706919,0.55475,0.44525
668974,0.0007640144726424134,-0.07583800976587127,0.08015013984813868,0.0019978054997534197,-0.1038654617907461,0.10851765299422683,0.0012337910271110054,-0.07526147890945167,0.07946921608633392,0.51375,0.48625
669087,0.011637840140978392,-0.05696568602557412,0.10388678051217948,0.01628355093461634,-0.08211671707802974,0.1339036122238724,0.004645710793637947,-0.06478922850990666,0.08733620788813001,0.54075,0.45925
669127,-0.02640922513641997,-0.1219539469334828,0.031893267996208986,-0.04608226080563239,-0.16254181466352305,0.035363781193239206,-0.01967303566921242,-0.1211569822592329,0.03440227679828383,0.31575,0.68425
669134,-0.011333300384915984,-0.09864353562457923,0.05803588688096566,-0.019929753320134226,-0.1317236083545846,0.06689157502252507,-0.008596452935218242,-0.0926688504044611,0.05117940130967053,0.41525,0.58475
669221,0.009439258547851367,-0.058470548854284536,0.09555278268941823,0.00666241600478184,-0.0933599397735265,0.11029436242050364,-0.0027768425430695276,-0.08163905750887543,0.06801720518841937,0.4825,0.5175
669224,0.016758999130330986,-0.040994534222445686,0.09531154145514123,0.014665943037548231,-0.07265435878266045,0.11005827579989222,-0.002093056092782754,-0.07454610267741561,0.06431182746990018,0.47575,0.52425
669257,0.02136574850916947,-0.03719668612780202,0.11129972492516707,0.036276767822759966,-0.045724010227792634,0.15018621367243865,0.014911019313590497,-0.039824261589978996,0.10923826360663341,0.6505,0.3495
670232,-0.0012781762978225006,-0.08407942522471087,0.07829640457408886,-0.002162554510673652,-0.10861270096876952,0.10136126817012076,-0.0008843782128511508,-0.07586213487354375,0.07165091869671918,0.49925,0.50075
671056,-0.0002720754399309849,-0.07881736477142473,0.07561095023535816,0.0011568258115571997,-0.09332129000697134,0.09497222427098846,0.0014289012514881847,-0.06537980931380631,0.07449733584937114,0.517,0.483
672275,0.02523767611017936,-0.0321259051940312,0.11453363917381586,0.020309654216086243,-0.06941769430467101,0.11882758707236551,-0.004928021894093112,-0.07694174134153957,0.05579582080167115,0.455,0.545
672386,0.007638381724909525,-0.05380396777942475,0.082391282947251,0.011620946020704449,-0.07813391796303283,0.11277590839429363,0.003982564295794922,-0.06388293917559769,0.07867982589927007,0.551,0.449
672515,0.01567161991500533,-0.041632046268494656,0.09767144299179271,0.01882979654057175,-0.0650681263355502,0.12139749903450345,0.003158176625566421,-0.0631198643109754,0.0767784161892104,0.5305,0.4695
672613,0.002333889228359563,-0.07114841824235876,0.08056101159244448,0.0032075069212978255,-0.09328206143458671,0.10938960428332277,0.0008736176929382618,-0.07044155840188389,0.0768054060854342,0.5045,0.4955
673237,-0.02626663557104421,-0.11429447551463909,0.032555914966045325,-0.027318754025444866,-0.1333122717061845,0.059865052004937004,-0.0010521184544006559,-0.07174322970260463,0.06615656261946405,0.48525,0.51475
675448,-0.0010883973676157374,-0.07996561170621913,0.07835914018362126,-0.0025005710952057205,-0.10740080100908023,0.10097642677504196,-0.0014121737275899831,-0.0817577809158788,0.07211454214871851,0.49925,0.50075
675915,-0.00027279995155920253,-0.08001903689193002,0.07711811630925419,1.4112313771530049e-05,-0.10385494910659727,0.10566580889424494,0.0002869122653307328,-0.07366760139122046,0.07525008260377673,0.5025,0.4975
676439,0.004238803505534106,-0.06478268469807184,0.07885847191502057,0.009947692534654313,-0.08077607285621419,0.10895370127117351,0.005708889029120208,-0.059014095649697236,0.08894604849319017,0.5525,0.4475
676566,0.00036422650675086137,-0.08198909925335289,0.08075329698666923,0.001480189411157157,-0.10040686678981371,0.10578242024385802,0.0011159629044062952,-0.07047750505249188,0.07808991572458765,0.5095,0.4905
677943,-0.006053612663519732,-0.08727744211142839,0.06482403108503004,-0.00869947263322997,-0.11593068838344182,0.08842970471101477,-0.002645859969710237,-0.08182254417750975,0.06676170467298101,0.47775,0.52225
678099,0.00013435468252668366,-0.08130452813691132,0.0785268903660709,0.00048296248223380495,-0.10976477851438639,0.10430325926182119,0.0003486077997071214,-0.0723569246756715,0.07558930706182015,0.50025,0.49975
678218,0.0017677614337404176,-0.07289322995694503,0.07968934419035373,0.0044993562349234534,-0.09054685177227395,0.10462003520168917,0.0027315948011830365,-0.06807730724100204,0.07719285768817236,0.52775,0.47225
680664,-0.0019758914260640963,-0.08254829057283945,0.07481545856567856,-0.003131254981254549,-0.10852435421021446,0.09986208978728568,-0.0011553635551904524,-0.07912581262752379,0.07403273148731603,0.4865,0.5135
680728,-0.0063707864761697215,-0.094010782833068,0.06608439877838913,-0.010900078324010016,-0.1270362459967406,0.08241624317587988,-0.004529291847840295,-0.08665501027441216,0.05988860804459528,0.466,0.534
680753,0.0009622024011979678,-0.07616399890785978,0.08451515224799891,0.0002320034392552359,-0.10985438286878438,0.10586636468148586,-0.0007301989619427318,-0.07870176498777146,0.07414171407967318,0.497,0.503
680777,-0.019028288859413343,-0.10999681934344349,0.04349910392100825,-0.019124877250850922,-0.12369521775107545,0.06842030688596201,-9.658839143757698e-05,-0.06786056490401716,0.06960490933495456,0.5045,0.4955
680779,0.004274652636787613,-0.06103181071204793,0.07837344584222176,0.010434622027401115,-0.08034256540482615,0.10300387739137529,0.006159969390613503,-0.056918193233489324,0.08014788484365996,0.5645,0.4355
680862,-0.009614451334438034,-0.0909418060116516,0.05416691862876726,-0.010129829479675816,-0.11379755314386936,0.0838658618376275,-0.0005153781452377836,-0.07406606660306667,0.07185773331765297,0.49775,0.50225
681123,-0.0020697898108995006,-0.08655875100752827,0.07695168018303893,-0.002791545591266944,-0.11228939452751477,0.10014455599274347,-0.0007217557803674434,-0.07550449829715457,0.07189062369537122,0.487,0.513
681351,-0.0046235515146385835,-0.07524015728016965,0.061288217984462746,0.0015742628240346763,-0.08702655850630926,0.09526596036893226,0.006197814338673258,-0.05355504743858333,0.08464267963852579,0.5635,0.4365
681508,-0.005226709709099536,-0.09052927664927825,0.06936436142195793,-0.005031376219765489,-0.1075260986163131,0.09864536336649388,0.00019533348933404703,-0.07490644126789844,0.07672751977579371,0.49925,0.50075
681807,-0.0015383235335390255,-0.08142117537501367,0.07543172541982739,-0.002364552266147817,-0.11148812704334873,0.09637025292291888,-0.000826228732608792,-0.0826194033949131,0.06880084049429692,0.49775,0.50225
682515,0.0008762286276878511,-0.08244766033368253,0.08599943044704622,0.0017148829974429696,-0.10529158592107339,0.11169775387119546,0.000838654369755118,-0.07535205846110225,0.08210424936113937,0.50075,0.49925
682626,0.002956573615576515,-0.06773578128494252,0.08075524967099028,-0.0036511518832137847,-0.099627404035231,0.08994909612394407,-0.0066077254987903,-0.08086905151027107,0.055285243069453885,0.43625,0.56375
682663,0.008406399627353206,-0.056358238068191784,0.08835424706396679,0.012532532641118595,-0.0793395772477391,0.12477417585326556,0.004126133013765388,-0.06499350933508416,0.0840240193464448,0.54075,0.45925
682848,0.007137332365988593,-0.06458481345376813,0.0946763366297036,0.01581905999518144,-0.0778752729166454,0.12933552624913136,0.008681727629192846,-0.05574175300228235,0.09586150490638876,0.58425,0.41575
683079,-0.00023798699873387268,-0.08428395321200517,0.07979237203954545,-0.001759768425211895,-0.1101413849461595,0.10413262418137557,-0.001521781426478022,-0.07679627319112659,0.06966258811648832,0.485,0.515
683679,-0.0074737149500264145,-0.09869341695797809,0.06840642507127304,-0.014530189164186892,-0.12979105657198486,0.08240632176199869,-0.007056474214160477,-0.09140331430988734,0.06176834236935847,0.43675,0.56325
686452,-0.0019564085234597597,-0.07899205561352597,0.07122206308045194,-0.004249199306869875,-0.10314124767790543,0.08885092585589939,-0.002292790783410116,-0.07197901593776743,0.06166865860318397,0.4725,0.5275
686676,0.0006277521344916092,-0.07814641065001234,0.0799252221657962,-0.0005288712083404958,-0.10871714337645326,0.10579369022476094,-0.0011566233428321048,-0.08124013454781963,0.07519393322917042,0.4915,0.5085
686780,0.010450222408311255,-0.05281949198061837,0.08965685148798061,0.019043913938916857,-0.0648517852348605,0.12063514052874481,0.0085936915306056,-0.05016413523736554,0.08729659501866288,0.58075,0.41925
686948,0.002124426131341722,-0.06396197874220544,0.07297117849179749,0.0004530628777227247,-0.09196815280704661,0.09180313039425411,-0.001671363253618997,-0.07200062069243722,0.06353404941666559,0.488,0.512
687221,-0.0070371464535183515,-0.08269730950499077,0.0613517387796852,-0.006687444569616183,-0.10263614476398372,0.0855832798327964,0.0003497018839021691,-0.07174393409799557,0.07467465090018666,0.50575,0.49425
689414,-0.007837600457074963,-0.08646111900297992,0.05634368681009673,-0.004919180400193454,-0.09854185700878011,0.0882698389514968,0.002918420056881509,-0.06465722993372452,0.0825834096762367,0.521,0.479
690841,0.0011668304818267226,-0.07947719994760223,0.08367693375870522,0.001074519155213741,-0.10483763697587782,0.10968055170446729,-9.231132661298131e-05,-0.0775234597749003,0.07960141820636157,0.49425,0.50575
690924,-0.006206563488398246,-0.09202147809844345,0.06929773478125832,-0.004732200118867673,-0.1176705940665988,0.09825859841137911,0.001474363369530573,-0.0757424369343354,0.07613143987361438,0.52125,0.47875
691011,-0.012797157265535325,-0.09909552462718503,0.05386486720933852,-0.022515627500636803,-0.13662396719886966,0.06464938737588116,-0.009718470235101483,-0.09383184870780688,0.047907246499870604,0.411,0.589
691019,-0.0019331128269011767,-0.08036337044920781,0.06794300892950957,-0.0006207080032849258,-0.10458208529829503,0.09459528717609893,0.001312404823616251,-0.07149651178955874,0.07764941757880156,0.504,0.496
691620,0.001101793806512848,-0.08279488292864935,0.08635092609567968,0.0009613746918611383,-0.10620515246814156,0.11072521938975048,-0.00014041911465170954,-0.0742258533580111,0.07612305102693541,0.49625,0.50375
691740,0.0002125787496486682,-0.07394697986964396,0.07876839707412556,-4.666678622085889e-05,-0.0975241559329736,0.09836029210336555,-0.00025924553586952715,-0.07108354865562554,0.06993900953924888,0.4905,0.5095
691788,0.009251249235632315,-0.06095466572123241,0.09184774471936295,0.017371349312949227,-0.07395810590384236,0.1268423897205543,0.00812010007731691,-0.05708276186155991,0.0943201198100408,0.58375,0.41625
693307,0.022099599855987802,-0.034470066764683276,0.10730471723565198,0.030029648062714655,-0.0508718621493031,0.13359047048641084,0.007930048206726855,-0.051875804121550094,0.0842993872193868,0.58225,0.41775
694208,0.005463821427078013,-0.06746327825306395,0.09133266864963228,0.009731269226406545,-0.08694598214534156,0.1170722612481454,0.004267447799328534,-0.06379487798721445,0.08485923458011,0.545,0.455
694212,0.0011037216579970952,-0.0729514568267097,0.0788134021607649,0.0052496392982243015,-0.09039329494195814,0.10457756660308899,0.004145917640227206,-0.061711303691985346,0.082004196098839,0.54875,0.45125
695600,-0.010766566196017109,-0.09754782783449045,0.05919108875618401,-0.020330039911522626,-0.12452729882513981,0.07014402426154034,-0.009563473715505515,-0.0949842216509143,0.05136038431201672,0.4125,0.5875
695670,0.0004471216730264086,-0.07601992932217166,0.08254051434944285,-0.0003380090221072216,-0.10224358615885804,0.10216421477858544,-0.0007851306951336301,-0.07697609308507512,0.07059638761500737,0.498,0.502
696100,-0.018972716748648914,-0.10056793953882324,0.038464868257915646,-0.042547770307219505,-0.15919418412042272,0.03641739465329791,-0.023575053558570595,-0.13186662198417065,0.02902706349297649,0.27675,0.72325
699625,-0.0016764766899728914,-0.08069253021095807,0.07362277039387154,-0.0027965447901140052,-0.10285913034609087,0.09260549391187997,-0.0011200681001411132,-0.07306278380093922,0.07415695099458237,0.48575,0.51425
700250,0.013482194354525745,-0.05313387992306941,0.1027138422210943,0.014122692337129657,-0.08603195956271188,0.1235654395961684,0.0006404979826039112,-0.07464286549453229,0.074121261354973,0.5045,0.4955
700337,-0.026142231102873167,-0.12142193631495626,0.029801780630166468,-0.03572019976767148,-0.1554698901019025,0.04900270407282286,-0.009577968664798315,-0.09874685746355479,0.05275433063508109,0.40175,0.59825
700652,0.002725409724317292,-0.07674595101224563,0.08720449185286817,0.0044692384150731325,-0.09513069574012965,0.11149836831617262,0.0017438286907558395,-0.06960082362840932,0.07390254575786515,0.51625,0.48375
701852,-0.006448212893576432,-0.09174111273311629,0.06955896387007518,-0.01160490836928115,-0.12187834662173729,0.08873917924426358,-0.005156695475704719,-0.08956847130625117,0.0649663354799329,0.4515,0.5485
702315,0.0008778375952855802,-0.07906550713074698,0.07990360658748996,0.002085790225039498,-0.09944425698473854,0.10751970782731043,0.0012079526297539178,-0.07530212981584473,0.07653307907400031,0.51175,0.48825
